,Statistic,Year,UNIT,VALUE,County_name,per_10k,per_10k_vehicles,per_1b_km_travelled,avg_per_1k_km_travelled
470,Persons Killed,2019,Number,4.0,Kildare,0.17040129504984236,0.3609787939999308,2.010386999497403,0.22277296650051517
471,Persons Killed,2019,Number,6.0,Kilkenny,0.5913777129452581,1.0911736178467508,6.046355391333558,0.3325696548666026
472,Persons Killed,2019,Number,1.0,Laois,0.1134082583893759,0.24850174158303895,1.29366106080207,0.05205847902477116
473,Persons Killed,2019,Number,1.0,Longford,0.22855575617671933,0.4796239748037538,2.448979591836735,0.051060353337645095
474,Persons Killed,2019,Number,4.0,Louth,0.2985252850916473,0.7147728660307172,3.9781203381402284,0.22267168915032193
475,Persons Killed,2019,Number,7.0,Meath,0.3370732411999807,0.7143027214933689,3.8167938931297707,0.3741848116603115
476,Persons Killed,2019,Number,5.0,Offaly,0.6225564658714546,1.2144519785446817,6.5302568567697,0.26894492904336287
477,Persons Killed,2019,Number,3.0,Westmeath,0.3250094794431504,0.623510502688023,3.2979113228288752,0.15863782983448788
478,Persons Killed,2019,Number,7.0,Wexford,0.44693022780672187,0.8009871212713572,4.364543281720877,0.381623900559715
479,Persons Killed,2019,Number,3.0,Wicklow,0.2014031083213051,0.39147710837608773,2.3157082207641837,0.17751654355565638
480,Persons Killed,2019,Number,5.0,Clare,0.40611445929920886,0.7266632109793966,3.9819485001327313,0.27396009314643166
481,Persons Killed,2019,Number,14.0,Cork,0.28043692072248566,0.464503114382786,2.732329310737404,0.8234809717075466
482,Persons Killed,2019,Number,6.0,Kerry,0.3960866637620311,0.6825744432752197,3.918580603026015,0.3445701487394476
483,Persons Killed,2019,Number,9.0,Limerick,0.4496155786802284,0.8469299573241403,4.742249934135418,0.504145193815819
484,Persons Killed,2019,Number,13.0,Tipperary,0.7945870286723673,1.3487296004647928,7.286995515695067,0.3510098282751917
485,Persons Killed,2019,Number,3.0,Waterford,0.24664967524459427,0.45881381335454074,2.7472527472527473,0.1796891377916205
486,Persons Killed,2019,Number,7.0,Galway,0.2619231143406647,0.5252810253485615,2.843216896831844,0.3789348322311142
487,Persons Killed,2019,Number,1.0,Leitrim,0.29792939073439595,0.5501962366577413,2.8721876495931067,0.05219252081176768
488,Persons Killed,2019,Number,3.0,Mayo,0.22409967953745827,0.3847707728120972,2.0440608675902796,0.15944301240998113
489,Persons Killed,2019,Number,3.0,Roscommon,0.44597065513089235,0.7931891491724393,4.023245417970497,0.15212724598975677
490,Persons Killed,2019,Number,1.0,Sligo,0.1477606867916722,0.2759737273011609,1.5353121801432956,0.0556379821958457
491,Persons Killed,2019,Number,3.0,Cavan,0.3812525416836112,0.770211637042045,3.992015968063872,0.15552368280080872
492,Persons Killed,2019,Number,8.0,Donegal,0.4915333382486667,0.9697674982422965,5.166289958023894,0.42606449551300823
493,Persons Killed,2019,Number,2.0,Monaghan,0.31691200938059544,0.6115428717034016,3.090394025238218,0.10105603557172452
494,Persons Killed,2020,Number,3.0,Carlow,0.4978096375945838,0.8607209972887289,4.761904761904763,0.16604553337515224
495,Persons Killed,2020,Number,20.0,Dublin,0.1412827484580754,0.3326358145100732,2.22246916324036,1.3364666050407066
496,Persons Killed,2020,Number,4.0,Kildare,0.16749086127988141,0.3609787939999308,2.010386999497403,0.22277296650051517
497,Persons Killed,2020,Number,5.0,Kilkenny,0.48923679060665365,0.9093113482056256,5.0386294927779645,0.27714137905550223
498,Persons Killed,2020,Number,0.0,Laois,0.0,0.0,0.0,0.0
499,Persons Killed,2020,Number,0.0,Longford,0.0,0.0,0.0,0.0
500,Persons Killed,2020,Number,9.0,Louth,0.6632570342093239,1.608238948569114,8.950770760815516,0.5010113005882243
501,Persons Killed,2020,Number,8.0,Meath,0.3775757747382928,0.816345967420993,4.362050163576881,0.4276397847546417
502,Persons Killed,2020,Number,4.0,Offaly,0.49322433075623623,0.9715615828357453,5.22420548541576,0.2151559432346903
503,Persons Killed,2020,Number,4.0,Westmeath,0.42788528395537156,0.8313473369173642,4.397215097105168,0.21151710644598382
504,Persons Killed,2020,Number,7.0,Wexford,0.44045933616485766,0.8009871212713572,4.364543281720877,0.381623900559715
505,Persons Killed,2020,Number,2.0,Wicklow,0.13233552348624703,0.2609847389173918,1.5438054805094559,0.11834436237043759
506,Persons Killed,2020,Number,3.0,Clare,0.24086518775441387,0.435997926587638,2.389169100079639,0.16437605588785903
507,Persons Killed,2020,Number,22.0,Cork,0.4178085183560374,0.7299334654586637,4.293660345444492,1.2940415269690018
508,Persons Killed,2020,Number,9.0,Kerry,0.5892327534846571,1.0238616649128296,5.877870904539022,0.5168552231091713
509,Persons Killed,2020,Number,5.0,Limerick,0.2476117843400403,0.47051664295785584,2.6345832967418987,0.2800806632310105
510,Persons Killed,2020,Number,7.0,Tipperary,0.42435044071824346,0.7262390156348885,3.9237668161434978,0.18900529214818015
511,Persons Killed,2020,Number,2.0,Waterford,0.16201153522130776,0.3058758755696938,1.8315018315018314,0.119792758527747
512,Persons Killed,2020,Number,5.0,Galway,0.18496596626220776,0.3752007323918296,2.0308692120227456,0.2706677373079387
513,Persons Killed,2020,Number,1.0,Leitrim,0.29349612585113877,0.5501962366577413,2.8721876495931067,0.05219252081176768
514,Persons Killed,2020,Number,5.0,Mayo,0.37040055115602016,0.6412846213534953,3.4067681126504654,0.26573835401663526
515,Persons Killed,2020,Number,5.0,Roscommon,0.7333744022998621,1.321981915287399,6.705409029950827,0.25354540998292796
516,Persons Killed,2020,Number,2.0,Sligo,0.29243613925808953,0.5519474546023218,3.0706243602865912,0.1112759643916914
517,Persons Killed,2020,Number,2.0,Cavan,0.2514900787163946,0.5134744246946966,2.6613439787092483,0.10368245520053915
518,Persons Killed,2020,Number,10.0,Donegal,0.6099643780803201,1.2122093728028707,6.457862447529867,0.5325806193912603
519,Persons Killed,2020,Number,3.0,Monaghan,0.47108333464189817,0.9173143075551025,4.635591037857327,0.1515840533575868
520,Persons Injured,2001,Number,131.0,Carlow,29.294036092041413,37.58481688160783,207.93650793650795,7.250654957381647
521,Persons Injured,2001,Number,2707.0,Dublin,24.46550066157172,45.022257493938405,300.8112012445827,180.89075499225962
522,Persons Injured,2001,Number,349.0,Kildare,22.03143740925447,31.495399776493965,175.40626570614842,19.436941327169947
523,Persons Injured,2001,Number,220.0,Kilkenny,27.977007986164097,40.00969932104753,221.6996976822304,12.194220678442097
524,Persons Injured,2001,Number,196.0,Laois,34.591083971621195,48.706341350275636,253.5575679172057,10.203461888855147
525,Persons Injured,2001,Number,122.0,Longford,40.24012138003826,58.51412492605797,298.7755102040817,6.229363107192702
526,Persons Injured,2001,Number,303.0,Louth,30.4433883591717,54.14404460182684,301.34261561412234,16.867380453136885
527,Persons Injured,2001,Number,416.0,Meath,32.83035545173306,42.44999030589163,226.82660850599783,22.237268807241367
528,Persons Injured,2001,Number,120.0,Offaly,19.362333806634826,29.14684748507236,156.7261645624728,6.454678297040709
529,Persons Injured,2001,Number,226.0,Westmeath,32.20153028511178,46.97112453583107,248.44265298644194,11.950716514198085
530,Persons Injured,2001,Number,364.0,Wexford,32.2863909314269,41.65133030611057,226.95625064948564,19.84444282910518
531,Persons Injured,2001,Number,302.0,Wicklow,27.000447027268663,39.40869557652616,233.11462755692781,17.869998717936078
532,Persons Injured,2001,Number,166.0,Clare,16.366289387545844,24.125218604515965,132.20069020440667,9.095475092461532
533,Persons Injured,2001,Number,1114.0,Cork,25.32382212401853,36.96117638731597,217.415346582962,65.52555732015763
534,Persons Injured,2001,Number,399.0,Kerry,30.55808717096446,45.39120047780211,260.58561010123,22.91391489117326
535,Persons Injured,2001,Number,484.0,Limerick,27.91282432798722,45.54601103832044,255.02766312461577,27.111808200761818
536,Persons Injured,2001,Number,340.0,Tipperary,24.621445278837868,35.27446647369459,190.5829596412556,9.18025704719732
537,Persons Injured,2001,Number,323.0,Waterford,32.33006696227491,49.398953904505554,295.7875457875458,19.34653050223114
538,Persons Injured,2001,Number,477.0,Galway,23.48423306993575,35.79414987018055,193.74492282696994,25.82170213917735
539,Persons Injured,2001,Number,103.0,Leitrim,41.10299692725169,56.670212375747354,295.83532790809,5.375829643612071
540,Persons Injured,2001,Number,289.0,Mayo,24.941099306999906,37.06625111423203,196.9111969111969,15.359676862161516
541,Persons Injured,2001,Number,135.0,Roscommon,25.676138308798357,35.69351171275977,181.04604380867235,6.845726069539055
542,Persons Injured,2001,Number,117.0,Sligo,20.345703057072306,32.288926094235826,179.6315250767656,6.509643916913947
543,Persons Injured,2001,Number,232.0,Cavan,42.55397200975806,59.56303326458482,308.7159015302728,12.02716480326254
544,Persons Injured,2001,Number,431.0,Donegal,31.928527509648934,52.246223967803715,278.3338714885373,22.954224695763322
545,Persons Injured,2001,Number,156.0,Monaghan,29.993655188325544,47.70034399286533,241.050733968581,7.882370774594513
546,Persons Injured,2002,Number,114.0,Carlow,24.866397644236013,32.7073978969717,180.95238095238093,6.309730268255784
547,Persons Injured,2002,Number,2113.0,Dublin,18.822376625690364,35.14297380298923,234.80386709634405,141.19769682255065
548,Persons Injured,2002,Number,416.0,Kildare,25.36662703131193,37.54179457599281,209.08024794772993,23.168388516053575
549,Persons Injured,2002,Number,237.0,Kilkenny,29.469914574551424,43.10135790494666,238.83103795767548,13.136501367230805
550,Persons Injured,2002,Number,133.0,Laois,22.645235987196077,33.05073163054418,172.0569210866753,6.923777710294564
551,Persons Injured,2002,Number,140.0,Longford,44.977029588460184,67.14735647252554,342.85714285714283,7.148449467270313
552,Persons Injured,2002,Number,337.0,Louth,33.10347537376476,60.21961396308793,335.1566384883143,18.760089810914625
553,Persons Injured,2002,Number,399.0,Meath,29.790347628718195,40.71525512512202,217.55725190839695,21.328534264637756
554,Persons Injured,2002,Number,121.0,Offaly,18.994694044143042,29.389737880781297,158.03221593382673,6.508467282849382
555,Persons Injured,2002,Number,199.0,Westmeath,27.62852819081733,41.35953001163886,218.76145108098206,10.522976045687695
556,Persons Injured,2002,Number,351.0,Wexford,30.117638983036304,40.16378279517806,218.85067026914683,19.135712728065712
557,Persons Injured,2002,Number,264.0,Wicklow,23.012752900565733,34.44998553709572,203.78232342724817,15.621455832897762
558,Persons Injured,2002,Number,189.0,Clare,18.29038158187607,27.46786937502119,150.51765330501723,10.355691520935117
559,Persons Injured,2002,Number,1054.0,Cork,23.517284311472373,34.97044875424689,205.70536382265882,61.996353155696724
560,Persons Injured,2002,Number,255.0,Kerry,19.256328158037817,29.009413839196835,166.53967562860564,14.64423132142652
561,Persons Injured,2002,Number,520.0,Limerick,29.62473437437688,48.93373086761701,273.99666286115746,29.128388976025096
562,Persons Injured,2002,Number,284.0,Tipperary,20.245079518965504,29.464554348615476,159.1928251121076,7.66821471001188
563,Persons Injured,2002,Number,254.0,Waterford,25.020193463228196,38.84623619735112,232.6007326007326,15.21368033302387
564,Persons Injured,2002,Number,466.0,Galway,22.31522894658711,34.968708258918525,189.2770105605199,25.226233117099888
565,Persons Injured,2002,Number,58.0,Leitrim,22.467557621537868,31.911381726148996,166.5868836764002,3.027166207082525
566,Persons Injured,2002,Number,264.0,Mayo,22.481861225602074,33.85982800746455,179.87735634794458,14.030985092078339
567,Persons Injured,2002,Number,177.0,Roscommon,32.897793803319516,46.798159801173924,237.3714796602593,8.97550751339565
568,Persons Injured,2002,Number,131.0,Sligo,22.517102684863694,36.152558276452076,201.12589559877173,7.2885756676557865
569,Persons Injured,2002,Number,214.0,Cavan,37.93250141803743,54.94176344233254,284.7638057218895,11.094022706457688
570,Persons Injured,2002,Number,360.0,Donegal,26.204115501917997,43.63953742090334,232.48304811107522,19.172902298085372
571,Persons Injured,2002,Number,156.0,Monaghan,29.56113090275146,47.70034399286533,241.050733968581,7.882370774594513
572,Persons Injured,2003,Number,102.0,Carlow,21.71552660152009,29.264513907816777,161.90476190476193,5.645548134755175
573,Persons Injured,2003,Number,1828.0,Dublin,16.05277393338626,30.402913446220694,203.13368152016892,122.15304770072058
574,Persons Injured,2003,Number,287.0,Kildare,16.924165585564335,25.900228469495037,144.2452672139387,15.983960346411964
575,Persons Injured,2003,Number,146.0,Kilkenny,17.760476856638892,26.55189136760427,147.12798118911655,8.092528268420663
576,Persons Injured,2003,Number,132.0,Laois,21.70981217723101,32.80222988896114,170.76326002587322,6.871719231269792
577,Persons Injured,2003,Number,102.0,Longford,31.93987787693753,48.92164542998289,249.79591836734696,5.2081560404398
578,Persons Injured,2003,Number,364.0,Louth,34.974777804467934,65.04433080879528,362.00895077076086,20.263123712679295
579,Persons Injured,2003,Number,345.0,Meath,24.44052451490872,35.204919845030325,188.113413304253,18.441965717543926
580,Persons Injured,2003,Number,149.0,Offaly,22.773472725327462,36.19066896063151,194.60165433173708,8.014558885492214
581,Persons Injured,2003,Number,208.0,Westmeath,28.15719294445723,43.23006151970293,228.65518504946868,10.998889535191159
582,Persons Injured,2003,Number,330.0,Wexford,27.421392009572557,37.76082143136398,205.75704042398422,17.990841026386565
583,Persons Injured,2003,Number,282.0,Wicklow,23.982242935018327,36.79884818735225,217.67657275183328,16.6865550942317
584,Persons Injured,2003,Number,168.0,Clare,15.963967045810884,24.415883888907725,133.79346960445977,9.205059129720103
585,Persons Injured,2003,Number,977.0,Cork,21.40389388751235,32.415681625141566,190.67755261360313,57.467207811305215
586,Persons Injured,2003,Number,220.0,Kerry,16.384163960797164,25.027729586758056,143.68128877762055,12.634238787113077
587,Persons Injured,2003,Number,361.0,Limerick,20.31971180907351,33.97130162155719,190.2169140247651,20.221823885278962
588,Persons Injured,2003,Number,289.0,Tipperary,20.28497227486488,29.983296502640396,161.99551569506727,7.8032184901177235
589,Persons Injured,2003,Number,220.0,Waterford,21.332712745326198,33.64634631266632,201.46520146520146,13.17720343805217
590,Persons Injured,2003,Number,401.0,Galway,18.69141453455581,30.091098737824737,162.87571080422418,21.707552532096685
591,Persons Injured,2003,Number,84.0,Leitrim,31.6146029356417,46.21648387925027,241.26376256582097,4.384171748188485
592,Persons Injured,2003,Number,208.0,Mayo,17.481488952203254,26.677440248305405,141.72155348625935,11.054715527092027
593,Persons Injured,2003,Number,154.0,Roscommon,27.986261289912225,40.71704299085189,206.52659812248547,7.809198627474181
594,Persons Injured,2003,Number,97.0,Sligo,16.482862920355487,26.769451548212608,148.9252814738997,5.396884272997033
595,Persons Injured,2003,Number,202.0,Cavan,34.64124022499657,51.860916894164355,268.79574184963406,10.471927975254452
596,Persons Injured,2003,Number,440.0,Donegal,31.47893772893773,53.337212403326305,284.1459476913142,23.433547253215455
597,Persons Injured,2003,Number,166.0,Monaghan,31.008910391720992,50.75805835138234,256.5027040947721,8.387650952453136
598,Persons Injured,2004,Number,73.0,Carlow,15.1776618084288,20.944210934025733,115.87301587301587,4.040441312128704
599,Persons Injured,2004,Number,1621.0,Dublin,14.035993100629673,26.960132766041433,180.1311256806312,108.32061833854927
600,Persons Injured,2004,Number,288.0,Kildare,16.441640738732055,25.99047316799502,144.74786396381305,16.03965358803709
601,Persons Injured,2004,Number,186.0,Kilkenny,22.145757182488182,33.82638215324928,187.43701713134027,10.309659300864682
602,Persons Injured,2004,Number,143.0,Laois,22.74462399796412,35.53574904637457,184.99353169469597,7.444362500542275
603,Persons Injured,2004,Number,104.0,Longford,31.761544099682386,49.8808933795904,254.69387755102042,5.31027674711509
604,Persons Injured,2004,Number,316.0,Louth,29.71376988753902,56.46705641642667,314.27150671307805,17.59106344287543
605,Persons Injured,2004,Number,296.0,Meath,19.948376835621332,30.204800794576737,161.3958560523446,15.822672035921745
606,Persons Injured,2004,Number,116.0,Offaly,17.273986270159188,28.175285902236613,151.50195907705705,6.239522353806018
607,Persons Injured,2004,Number,177.0,Westmeath,23.37713795152876,36.78711965859336,194.57676804690362,9.359631960234784
608,Persons Injured,2004,Number,295.0,Wexford,23.762344336507017,33.7558858250072,183.93432401537981,16.082721523587992
609,Persons Injured,2004,Number,238.0,Wicklow,19.7582519758252,31.057183931169625,183.71285218062525,14.082979122082072
610,Persons Injured,2004,Number,143.0,Clare,13.34689801289889,20.78256783401074,113.88372710379612,7.835258663987946
611,Persons Injured,2004,Number,880.0,Cork,18.935400160950902,29.197338618346546,171.74641381777965,51.76166107876008
612,Persons Injured,2004,Number,241.0,Kerry,17.703795664406556,27.416740138221325,157.3963208882116,13.840234307701142
613,Persons Injured,2004,Number,458.0,Limerick,25.473880929073594,43.099324494939594,241.32782998155793,25.655388751960565
614,Persons Injured,2004,Number,346.0,Tipperary,23.918152910272365,35.89695705852449,193.94618834080717,9.342261583324333
615,Persons Injured,2004,Number,233.0,Waterford,22.245772825786,35.634539503869334,213.36996336996336,13.955856368482525
616,Persons Injured,2004,Number,340.0,Galway,15.437143583596674,25.513649802644416,138.09910641754672,18.40540613693983
617,Persons Injured,2004,Number,45.0,Leitrim,16.46783283319915,24.75883064959836,129.2484442316898,2.3486634365295456
618,Persons Injured,2004,Number,225.0,Mayo,18.666312698070318,28.85780796090729,153.30456506927095,11.958225930748585
619,Persons Injured,2004,Number,178.0,Roscommon,31.64388188654424,47.062556184231404,238.71256146624944,9.026216595392235
620,Persons Injured,2004,Number,124.0,Sligo,20.833333333333332,34.22074218534395,190.3787103377687,6.899109792284866
621,Persons Injured,2004,Number,243.0,Cavan,40.3594147054427,62.38714260040564,323.3532934131737,12.597418306865507
622,Persons Injured,2004,Number,397.0,Donegal,27.92451237611575,48.12471210027396,256.3771391669357,21.143450589833034
623,Persons Injured,2004,Number,161.0,Monaghan,29.65336869635687,49.22920117212384,248.77671903167655,8.135010863523824
624,Persons Injured,2005,Number,127.0,Carlow,25.80094671190297,36.43718888522285,201.5873015873016,7.029260912881444
625,Persons Injured,2005,Number,1716.0,Dublin,14.653741315352612,28.540152884964282,190.68785420602288,114.66883471249261
626,Persons Injured,2005,Number,356.0,Kildare,19.695712309820195,32.12711266599385,178.9244429552689,19.82679401854585
627,Persons Injured,2005,Number,240.0,Kilkenny,27.980833129306426,43.64694471387003,241.8542156533423,13.302786194664105
628,Persons Injured,2005,Number,187.0,Laois,28.79492470204182,46.469825676028286,241.91461836998707,9.734935577632205
629,Persons Injured,2005,Number,104.0,Longford,30.99666189794945,49.8808933795904,254.69387755102042,5.31027674711509
630,Persons Injured,2005,Number,367.0,Louth,33.78720505243001,65.58041045831833,364.992541024366,20.430127479542037
631,Persons Injured,2005,Number,420.0,Meath,26.99107366635177,42.858163289602125,229.00763358778624,22.45108869961869
632,Persons Injured,2005,Number,167.0,Offaly,24.24576787943901,40.56269608339237,218.11057901610798,8.98276063004832
633,Persons Injured,2005,Number,194.0,Westmeath,25.01321574543251,40.32034584049215,213.2649322096006,10.258579662630215
634,Persons Injured,2005,Number,377.0,Wexford,29.465325486334187,43.138877817043095,235.0618310298244,20.553172930144655
635,Persons Injured,2005,Number,318.0,Wicklow,25.78552604905737,41.496573487865305,245.46507140100348,18.816753616899575
636,Persons Injured,2005,Number,237.0,Clare,21.734146453299097,34.4438362004234,188.74435890629147,12.985708415140861
637,Persons Injured,2005,Number,1025.0,Cork,21.669457269944356,34.008263731596834,200.04553882184564,60.29057114287395
638,Persons Injured,2005,Number,344.0,Kerry,24.930788073806728,39.134268081112594,224.66528790682486,19.75535519439499
639,Persons Injured,2005,Number,487.0,Limerick,26.769567344425937,45.82832102409515,256.6084131026609,27.279856598700423
640,Persons Injured,2005,Number,342.0,Tipperary,23.289070480081715,35.481963335304556,191.70403587443946,9.234258559239658
641,Persons Injured,2005,Number,298.0,Waterford,28.020686412787967,45.57550545988438,272.89377289377285,17.849121020634303
642,Persons Injured,2005,Number,404.0,Galway,17.879349793546616,30.316219177259832,164.09423233143787,21.86995317448145
643,Persons Injured,2005,Number,78.0,Leitrim,27.776788575905414,42.91530645930382,224.0306366682623,4.071016623317878
644,Persons Injured,2005,Number,250.0,Mayo,20.476194376417975,32.06423106767477,170.3384056325233,13.286917700831761
645,Persons Injured,2005,Number,167.0,Roscommon,29.05611135276207,44.15419597059912,223.96066160035764,8.468416693429793
646,Persons Injured,2005,Number,205.0,Sligo,34.05824791081723,56.57461409673798,314.7389969293756,11.405786350148368
647,Persons Injured,2005,Number,291.0,Cavan,46.855376292145685,74.71052879307837,387.2255489021956,15.085797231678445
648,Persons Injured,2005,Number,448.0,Donegal,30.990163390102516,54.3069799015686,289.31223764933804,23.859611748728465
649,Persons Injured,2005,Number,169.0,Monaghan,30.696576151121604,51.67537265893744,261.1382951326294,8.539235005810722
650,Persons Injured,2006,Number,83.0,Carlow,16.48493515263461,23.813280924988167,131.74603174603175,4.593926423379211
651,Persons Injured,2006,Number,1713.0,Dublin,14.429200051213973,28.490257512787768,190.35448383153684,114.4683647217365
652,Persons Injured,2006,Number,266.0,Kildare,14.275364263289237,24.0050898009954,133.6907354665773,14.814402272284259
653,Persons Injured,2006,Number,199.0,Kilkenny,22.727791863678934,36.1905916585839,200.53745381256297,11.030226886408986
654,Persons Injured,2006,Number,181.0,Laois,27.01008774547842,44.978815226530045,234.15265200517464,9.42258470348358
655,Persons Injured,2006,Number,90.0,Longford,26.19248566688979,43.166157732337844,220.40816326530611,4.5954318003880585
656,Persons Injured,2006,Number,308.0,Louth,27.774270925388212,55.03751068436523,306.3152660367976,17.14572006457479
657,Persons Injured,2006,Number,397.0,Meath,24.38110679170428,40.51116863326678,216.46673936750273,21.221624318449095
658,Persons Injured,2006,Number,180.0,Offaly,25.494306271599342,43.72027122760854,235.0892468437092,9.682017445561064
659,Persons Injured,2006,Number,168.0,Westmeath,21.15789075979497,34.91658815052929,184.68303407841702,8.88371847073132
660,Persons Injured,2006,Number,395.0,Wexford,29.98125222961844,45.19855898602659,246.2849423256781,21.534491531583917
661,Persons Injured,2006,Number,234.0,Wicklow,18.54287842528171,30.535214453334845,180.62524121960632,13.846290397341198
662,Persons Injured,2006,Number,236.0,Clare,21.27084272194682,34.29850355822752,187.9479692062649,12.930916396511575
663,Persons Injured,2006,Number,898.0,Cork,18.65799561599435,29.79455690826727,175.25940864587062,52.820422328098346
664,Persons Injured,2006,Number,348.0,Kerry,24.88647334358351,39.58931770996274,227.27767497550886,19.985068626887955
665,Persons Injured,2006,Number,466.0,Limerick,25.318518920974707,43.85215112367216,245.54316325634494,26.103517813130182
666,Persons Injured,2006,Number,357.0,Tipperary,23.95330112721417,37.03818979737932,200.1121076233184,9.639269899557188
667,Persons Injured,2006,Number,234.0,Waterford,21.67449356712146,35.787477441654175,214.28571428571428,14.015752747746399
668,Persons Injured,2006,Number,421.0,Galway,18.172400397116586,31.591901667392055,170.9991876523152,22.790223481328436
669,Persons Injured,2006,Number,72.0,Leitrim,24.967923154280957,39.61412903935737,206.7975107707037,3.7578614984472725
670,Persons Injured,2006,Number,232.0,Mayo,18.76293995859213,29.75560643080218,158.07404042698158,12.330259626371873
671,Persons Injured,2006,Number,163.0,Roscommon,27.76831345826235,43.096610438369204,218.59633437639698,8.265580365443451
672,Persons Injured,2006,Number,143.0,Sligo,23.495391288631843,39.46424300406601,219.5496417604913,7.956231454005935
673,Persons Injured,2006,Number,187.0,Cavan,29.217380435292096,48.009858708954134,248.8356620093147,9.69430956125041
674,Persons Injured,2006,Number,444.0,Donegal,30.213125017011897,53.82209615244745,286.72909267032617,23.64657950097196
675,Persons Injured,2006,Number,160.0,Monaghan,28.665615594094884,48.92342973627213,247.23152201905742,8.084482845737961
676,Persons Injured,2007,Number,76.0,Carlow,14.843460088670142,21.804931931314464,120.63492063492063,4.206486845503856
677,Persons Injured,2007,Number,1217.0,Dublin,10.109140507085119,20.240889312937956,135.2372485831759,81.32399291672698
678,Persons Injured,2007,Number,279.0,Kildare,14.597394443572437,25.178270881495173,140.22449321494386,15.538414413410933
679,Persons Injured,2007,Number,227.0,Kilkenny,25.46841691910692,41.28273520853541,228.75377897211956,12.582218609119801
680,Persons Injured,2007,Number,170.0,Laois,24.38289754880165,42.24529606911662,219.92238033635186,8.849941434211097
681,Persons Injured,2007,Number,105.0,Longford,29.755157560643845,50.36051735439415,257.14285714285717,5.361337100452735
682,Persons Injured,2007,Number,368.0,Louth,32.48186135188095,65.759103674826,365.98707110890103,20.48579540182962
683,Persons Injured,2007,Number,388.0,Meath,23.220879640435452,39.59277941991816,211.55943293347872,20.740529560600123
684,Persons Injured,2007,Number,188.0,Offaly,26.176552492341965,45.66339439328003,245.5376578145407,10.112329332030445
685,Persons Injured,2007,Number,240.0,Westmeath,29.719522011020988,49.88084021504185,263.83290582631,12.69102638675903
686,Persons Injured,2007,Number,311.0,Wexford,23.129039215248806,35.586713530770304,193.91042294502756,16.95500472486734
687,Persons Injured,2007,Number,188.0,Wicklow,14.655098493175245,24.53256545823483,145.11771516788886,11.124370062821134
688,Persons Injured,2007,Number,209.0,Clare,18.627617001934063,30.37452221893878,166.44544730554816,11.451531893520846
689,Persons Injured,2007,Number,840.0,Cork,18.064671524056124,27.87018686296716,163.93975864424422,49.4088583024528
690,Persons Injured,2007,Number,394.0,Kerry,27.94960558424607,44.82238844173943,257.320126265375,22.626773100557056
691,Persons Injured,2007,Number,470.0,Limerick,25.322593680127152,44.22856443803845,247.6508298937385,26.32758234371499
692,Persons Injured,2007,Number,357.0,Tipperary,23.645202739399398,37.03818979737932,200.1121076233184,9.639269899557188
693,Persons Injured,2007,Number,240.0,Waterford,21.99272407378559,36.70510506836326,219.78021978021977,14.37513102332964
694,Persons Injured,2007,Number,264.0,Galway,11.212857409829939,19.810598670288606,107.22989439480098,14.291256529859163
695,Persons Injured,2007,Number,63.0,Leitrim,21.408182683158895,34.662362909437704,180.9478219243657,3.288128811141364
696,Persons Injured,2007,Number,217.0,Mayo,17.353613870095806,27.8317525667417,147.85373608903018,11.533044564321969
697,Persons Injured,2007,Number,140.0,Roscommon,23.42194636374283,37.01549362804717,187.75145283862315,7.099271479521983
698,Persons Injured,2007,Number,115.0,Sligo,18.617753241917466,31.736978639633506,176.560900716479,6.398367952522256
699,Persons Injured,2007,Number,182.0,Cavan,27.643190206412612,46.726172647217396,242.18230206254157,9.435103423249062
700,Persons Injured,2007,Number,409.0,Donegal,27.30452894680624,49.579363347637404,264.1265741039716,21.78254733310255
701,Persons Injured,2007,Number,149.0,Monaghan,26.255969268180937,45.55994394190343,230.23435488024722,7.5286746500934765
702,Persons Injured,2008,Number,106.0,Carlow,20.36346870557498,30.412141904201754,168.25396825396825,5.866942179255378
703,Persons Injured,2008,Number,1992.0,Dublin,16.320564730866348,33.130527125203294,221.35792865873984,133.11207386205436
704,Persons Injured,2008,Number,388.0,Kildare,19.803496235804516,35.01494301799329,195.0075389512481,21.608977750549972
705,Persons Injured,2008,Number,222.0,Kilkenny,24.475755771647812,40.37342386032977,223.71514947934162,12.305077230064297
706,Persons Injured,2008,Number,198.0,Laois,27.336738920336877,49.20334483344171,256.1448900388099,10.307578846904688
707,Persons Injured,2008,Number,117.0,Longford,32.30616302186879,56.1160050520392,286.53061224489795,5.974061340504476
708,Persons Injured,2008,Number,405.0,Louth,35.00583430571762,72.37075268561013,402.7846842366982,22.545508526470094
709,Persons Injured,2008,Number,442.0,Meath,25.79485503524908,45.10311470000986,241.00327153762268,23.627098107693953
710,Persons Injured,2008,Number,174.0,Offaly,23.8235414926681,42.26292885335492,227.25293861558558,9.359283530709028
711,Persons Injured,2008,Number,176.0,Westmeath,21.435443993812953,36.57928282436402,193.47746427262734,9.306752683623287
712,Persons Injured,2008,Number,329.0,Wexford,23.98361241315964,37.64639469975379,205.13353424088123,17.936323326306606
713,Persons Injured,2008,Number,291.0,Wicklow,22.320743717976253,37.97327951248051,224.62369741412581,17.219104724898667
714,Persons Injured,2008,Number,288.0,Clare,25.386079966151893,41.85580095241325,229.3602336076453,15.780101365234465
715,Persons Injured,2008,Number,976.0,Cork,21.751872644568607,32.38250283125708,190.4823862342647,57.408387741897535
