,Statistic,Year,UNIT,VALUE,County_name,per_10k,per_10k_vehicles,per_1b_km_travelled,avg_per_1k_km_travelled
233,Persons Killed,2009,Number,5.0,Monaghan,0.8530094172239661,1.5288571792585042,7.7259850630955444,0.2526400889293113
234,Persons Killed,2010,Number,5.0,Carlow,0.930076824345691,1.4345349954812148,7.936507936507936,0.27674255562525374
235,Persons Killed,2010,Number,20.0,Dublin,0.15950019020397682,0.3326358145100732,2.22246916324036,1.3364666050407066
236,Persons Killed,2010,Number,11.0,Kildare,0.5352381323108664,0.9926916834998099,5.528564248617859,0.6126256578764167
237,Persons Killed,2010,Number,6.0,Kilkenny,0.6393453104021481,1.0911736178467508,6.046355391333558,0.3325696548666026
238,Persons Killed,2010,Number,9.0,Laois,1.1560842143123227,2.2365156742473506,11.64294954721863,0.4685263112229404
239,Persons Killed,2010,Number,2.0,Longford,0.5253204454717377,0.9592479496075076,4.89795918367347,0.10212070667529019
240,Persons Killed,2010,Number,8.0,Louth,0.6639224538573895,1.4295457320614344,7.956240676280457,0.44534337830064386
241,Persons Killed,2010,Number,6.0,Meath,0.3335668301144134,0.6122594755657448,3.271537622682661,0.32072983856598125
242,Persons Killed,2010,Number,4.0,Offaly,0.5300119252683185,0.9715615828357453,5.22420548541576,0.2151559432346903
243,Persons Killed,2010,Number,7.0,Westmeath,0.8253646343045123,1.4548578396053873,7.695126419934042,0.3701549362804717
244,Persons Killed,2010,Number,9.0,Wexford,0.6311139160618491,1.0298405844917449,5.611555647926842,0.4906593007196336
245,Persons Killed,2010,Number,5.0,Wicklow,0.3716090672612412,0.6524618472934796,3.85951370127364,0.295860905926094
246,Persons Killed,2010,Number,4.0,Clare,0.34498818415469273,0.5813305687835173,3.185558800106185,0.21916807451714534
247,Persons Killed,2010,Number,18.0,Cork,0.43258832011535686,0.5972182899207248,3.5129948280909478,1.0587612493382743
248,Persons Killed,2010,Number,11.0,Kerry,0.7619417045328605,1.2513864793379028,7.184064438881028,0.6317119393556537
249,Persons Killed,2010,Number,18.0,Limerick,0.9460837389229362,1.6938599146482807,9.484499868270836,1.008290387631638
250,Persons Killed,2010,Number,6.0,Tipperary,0.38262621882393455,0.6224905848299044,3.36322869955157,0.16200453612701157
251,Persons Killed,2010,Number,5.0,Waterford,0.44393934012856484,0.7646896889242346,4.578754578754579,0.2994818963193675
252,Persons Killed,2010,Number,6.0,Galway,0.2431453279625232,0.45024087887019554,2.437043054427295,0.3248012847695264
253,Persons Killed,2010,Number,3.0,Leitrim,0.9614152031790796,1.6505887099732237,8.61656294877932,0.15657756243530302
254,Persons Killed,2010,Number,7.0,Mayo,0.5416279789538843,0.8977984698948935,4.769475357710651,0.3720336956232893
255,Persons Killed,2010,Number,9.0,Roscommon,1.428752857505715,2.379567447517318,12.069736253911488,0.45638173796927034
256,Persons Killed,2010,Number,3.0,Sligo,0.46521004233411384,0.8279211819034827,4.605936540429887,0.16691394658753708
257,Persons Killed,2010,Number,7.0,Cavan,0.9811204395419569,1.7971604864314383,9.314703925482368,0.362888593201887
258,Persons Killed,2010,Number,19.0,Donegal,1.2002526847757422,2.303197808325454,12.269938650306749,1.0119031768433948
259,Persons Killed,2010,Number,4.0,Monaghan,0.671715729903105,1.2230857434068032,6.180788050476436,0.20211207114344903
260,Persons Killed,2011,Number,3.0,Carlow,0.5493298176225005,0.8607209972887289,4.761904761904763,0.16604553337515224
261,Persons Killed,2011,Number,11.0,Dublin,0.08657306806295909,0.18294969798054025,1.222358039782198,0.7350566327723886
262,Persons Killed,2011,Number,15.0,Kildare,0.7132260641332876,1.3536704774997406,7.5389512481152625,0.8353986243769319
263,Persons Killed,2011,Number,6.0,Kilkenny,0.6288055837935841,1.0911736178467508,6.046355391333558,0.3325696548666026
264,Persons Killed,2011,Number,1.0,Laois,0.12413262329472809,0.24850174158303895,1.29366106080207,0.05205847902477116
265,Persons Killed,2011,Number,2.0,Longford,0.5128205128205128,0.9592479496075076,4.89795918367347,0.10212070667529019
266,Persons Killed,2011,Number,6.0,Louth,0.48821370741352516,1.072159299046076,5.967180507210343,0.3340075337254829
267,Persons Killed,2011,Number,4.0,Meath,0.21723192223097182,0.4081729837104965,2.1810250817884405,0.21381989237732085
268,Persons Killed,2011,Number,4.0,Offaly,0.5216007928332052,0.9715615828357453,5.22420548541576,0.2151559432346903
269,Persons Killed,2011,Number,6.0,Westmeath,0.6963465020194048,1.247021005376046,6.5958226456577504,0.31727565966897575
270,Persons Killed,2011,Number,5.0,Wexford,0.34406826314340766,0.5721336580509694,3.1175309155149122,0.27258850039979643
271,Persons Killed,2011,Number,3.0,Wicklow,0.21955503512880561,0.39147710837608773,2.3157082207641837,0.17751654355565638
272,Persons Killed,2011,Number,2.0,Clare,0.17065428854227108,0.29066528439175865,1.5927794000530926,0.10958403725857267
273,Persons Killed,2011,Number,27.0,Cork,0.6753342904737846,0.8958274348810872,5.269492242136422,1.5881418740074114
274,Persons Killed,2011,Number,7.0,Kerry,0.48109304339459247,0.7963368504877563,4.571677370197017,0.4019985068626888
275,Persons Killed,2011,Number,15.0,Limerick,0.7820279548926276,1.4115499288735676,7.903749890225697,0.8402419896930315
276,Persons Killed,2011,Number,11.0,Tipperary,0.6928959270317598,1.141232738854825,6.165919282511211,0.29700831623285456
277,Persons Killed,2011,Number,7.0,Waterford,0.6151412627971351,1.0705655644939285,6.41025641025641,0.4192746548471145
278,Persons Killed,2011,Number,13.0,Galway,0.5188771498477295,0.975521904218757,5.280259951259139,0.7037361170006406
279,Persons Killed,2011,Number,1.0,Leitrim,0.314504969178513,0.5501962366577413,2.8721876495931067,0.05219252081176768
280,Persons Killed,2011,Number,12.0,Mayo,0.9185688697010058,1.5390830912483888,8.176243470361118,0.6377720496399245
281,Persons Killed,2011,Number,5.0,Roscommon,0.7804573480059315,1.321981915287399,6.705409029950827,0.25354540998292796
282,Persons Killed,2011,Number,3.0,Sligo,0.4587646995855825,0.8279211819034827,4.605936540429887,0.16691394658753708
283,Persons Killed,2011,Number,5.0,Cavan,0.6832187803178333,1.2836860617367416,6.65335994677312,0.25920613800134784
284,Persons Killed,2011,Number,6.0,Donegal,0.37235395967406615,0.7273256236817224,3.8747174685179204,0.31954837163475625
285,Persons Killed,2011,Number,6.0,Monaghan,0.9920142850057041,1.834628615110205,9.271182075714654,0.3031681067151736
286,Persons Killed,2012,Number,2.0,Carlow,0.3631345776744862,0.5738139981924859,3.1746031746031744,0.11069702225010147
287,Persons Killed,2012,Number,12.0,Dublin,0.09334438945768465,0.19958148870604392,1.333481497944216,0.8018799630244239
288,Persons Killed,2012,Number,1.0,Kildare,0.04700352526439483,0.0902446984999827,0.5025967498743508,0.05569324162512879
289,Persons Killed,2012,Number,3.0,Kilkenny,0.3119119160749005,0.5455868089233754,3.023177695666779,0.1662848274333013
290,Persons Killed,2012,Number,0.0,Laois,0.0,0.0,0.0,0.0
291,Persons Killed,2012,Number,5.0,Longford,1.2698735205973486,2.3981198740187692,12.244897959183675,0.25530176668822546
292,Persons Killed,2012,Number,7.0,Louth,0.5640885135461827,1.2508525155537553,6.9617105917454,0.38967545601306336
293,Persons Killed,2012,Number,14.0,Meath,0.7514115803258979,1.4286054429867379,7.633587786259541,0.748369623320623
294,Persons Killed,2012,Number,7.0,Offaly,0.9097880193914818,1.7002327699625543,9.14235959947758,0.37652290066070804
295,Persons Killed,2012,Number,5.0,Westmeath,0.5768010613139528,1.0391841711467051,5.496518871381459,0.2643963830574798
296,Persons Killed,2012,Number,9.0,Wexford,0.615595075239398,1.0298405844917449,5.611555647926842,0.4906593007196336
297,Persons Killed,2012,Number,3.0,Wicklow,0.21771156120960541,0.39147710837608773,2.3157082207641837,0.17751654355565638
298,Persons Killed,2012,Number,2.0,Clare,0.17018379850238258,0.29066528439175865,1.5927794000530926,0.10958403725857267
299,Persons Killed,2012,Number,21.0,Cork,0.5207261402042734,0.6967546715741789,4.098493966106106,1.2352214575613198
300,Persons Killed,2012,Number,7.0,Kerry,0.47963931123794906,0.7963368504877563,4.571677370197017,0.4019985068626888
301,Persons Killed,2012,Number,5.0,Limerick,0.25983879601095483,0.47051664295785584,2.6345832967418987,0.2800806632310105
302,Persons Killed,2012,Number,5.0,Tipperary,0.31463756898428696,0.5187421540249204,2.802690582959641,0.13500378010584296
303,Persons Killed,2012,Number,3.0,Waterford,0.26253380122690795,0.45881381335454074,2.7472527472527473,0.1796891377916205
304,Persons Killed,2012,Number,19.0,Galway,0.7538366316992271,1.4257627830889528,7.717303005686434,1.028537401770167
305,Persons Killed,2012,Number,0.0,Leitrim,0.0,0.0,0.0,0.0
306,Persons Killed,2012,Number,7.0,Mayo,0.5359426082029844,0.8977984698948935,4.769475357710651,0.3720336956232893
307,Persons Killed,2012,Number,3.0,Roscommon,0.46758104738154616,0.7931891491724393,4.023245417970497,0.15212724598975677
308,Persons Killed,2012,Number,4.0,Sligo,0.6114244661500129,1.1038949092046435,6.1412487205731825,0.2225519287833828
309,Persons Killed,2012,Number,10.0,Cavan,1.3553624916984048,2.567372123473483,13.30671989354624,0.5184122760026957
310,Persons Killed,2012,Number,7.0,Donegal,0.4354642048423619,0.8485465609620094,4.520503713270907,0.37280643357388227
311,Persons Killed,2012,Number,2.0,Monaghan,0.32969025600448376,0.6115428717034016,3.090394025238218,0.10105603557172452
312,Persons Killed,2013,Number,2.0,Carlow,0.3601008282319049,0.5738139981924859,3.1746031746031744,0.11069702225010147
313,Persons Killed,2013,Number,19.0,Dublin,0.1460951833186982,0.31600402378456954,2.1113457050783424,1.2696432747886712
314,Persons Killed,2013,Number,15.0,Kildare,0.6970648920943546,1.3536704774997406,7.5389512481152625,0.8353986243769319
315,Persons Killed,2013,Number,4.0,Kilkenny,0.41260934147549105,0.7274490785645006,4.030903594222371,0.22171310324440174
316,Persons Killed,2013,Number,2.0,Laois,0.2432675700002433,0.4970034831660779,2.58732212160414,0.10411695804954232
317,Persons Killed,2013,Number,2.0,Longford,0.5031573121336386,0.9592479496075076,4.89795918367347,0.10212070667529019
318,Persons Killed,2013,Number,4.0,Louth,0.31925677023888394,0.7147728660307172,3.9781203381402284,0.22267168915032193
319,Persons Killed,2013,Number,9.0,Meath,0.4774586467760931,0.9183892133486171,4.907306434023991,0.4810947578489719
320,Persons Killed,2013,Number,5.0,Offaly,0.6477019534690918,1.2144519785446817,6.5302568567697,0.26894492904336287
321,Persons Killed,2013,Number,5.0,Westmeath,0.5733550443776805,1.0391841711467051,5.496518871381459,0.2643963830574798
322,Persons Killed,2013,Number,7.0,Wexford,0.4759314658689149,0.8009871212713572,4.364543281720877,0.381623900559715
323,Persons Killed,2013,Number,6.0,Wicklow,0.43179757329763807,0.7829542167521755,4.631416441528367,0.35503308711131276
324,Persons Killed,2013,Number,2.0,Clare,0.169715895590781,0.29066528439175865,1.5927794000530926,0.10958403725857267
325,Persons Killed,2013,Number,18.0,Cork,0.442515949012329,0.5972182899207248,3.5129948280909478,1.0587612493382743
326,Persons Killed,2013,Number,14.0,Kerry,0.9563886763580719,1.5926737009755125,9.143354740394035,0.8039970137253776
327,Persons Killed,2013,Number,6.0,Limerick,0.31080836074490403,0.564619971549427,3.1614999560902786,0.33609679587721264
328,Persons Killed,2013,Number,12.0,Tipperary,0.7543706348657535,1.2449811696598088,6.72645739910314,0.32400907225402314
329,Persons Killed,2013,Number,2.0,Waterford,0.17429649576895256,0.3058758755696938,1.8315018315018314,0.119792758527747
330,Persons Killed,2013,Number,13.0,Galway,0.5127254512969982,0.975521904218757,5.280259951259139,0.7037361170006406
331,Persons Killed,2013,Number,2.0,Leitrim,0.6270575325286095,1.1003924733154826,5.744375299186213,0.10438504162353536
332,Persons Killed,2013,Number,6.0,Mayo,0.45947084274610406,0.7695415456241944,4.088121735180559,0.31888602481996225
333,Persons Killed,2013,Number,4.0,Roscommon,0.6225099601593626,1.057585532229919,5.364327223960662,0.20283632798634238
334,Persons Killed,2013,Number,5.0,Sligo,0.7639536127366346,1.3798686365058046,7.676560900716479,0.2781899109792285
335,Persons Killed,2013,Number,3.0,Cavan,0.4033342296316214,0.770211637042045,3.992015968063872,0.15552368280080872
336,Persons Killed,2013,Number,13.0,Donegal,0.8106810344289999,1.5758721846437316,8.395221181788829,0.6923548052086385
337,Persons Killed,2013,Number,8.0,Monaghan,1.314837946223128,2.4461714868136064,12.361576100952872,0.40422414228689807
338,Persons Killed,2014,Number,5.0,Carlow,0.892793371902007,1.4345349954812148,7.936507936507936,0.27674255562525374
339,Persons Killed,2014,Number,28.0,Dublin,0.21284973872694574,0.4656901403141025,3.111456828536504,1.8710532470569892
340,Persons Killed,2014,Number,4.0,Kildare,0.183800723255846,0.3609787939999308,2.010386999497403,0.22277296650051517
341,Persons Killed,2014,Number,3.0,Kilkenny,0.30704357971874807,0.5455868089233754,3.023177695666779,0.1662848274333013
342,Persons Killed,2014,Number,7.0,Laois,0.8429570934839417,1.7395121910812725,9.055627425614489,0.36440935317339807
343,Persons Killed,2014,Number,4.0,Longford,0.9969344266380878,1.9184958992150152,9.79591836734694,0.20424141335058038
344,Persons Killed,2014,Number,6.0,Louth,0.4743495481820553,1.072159299046076,5.967180507210343,0.3340075337254829
345,Persons Killed,2014,Number,5.0,Meath,0.2622194252150199,0.5102162296381206,2.7262813522355507,0.2672748654716511
346,Persons Killed,2014,Number,2.0,Offaly,0.25822778272714364,0.48578079141787267,2.61210274270788,0.10757797161734516
347,Persons Killed,2014,Number,6.0,Westmeath,0.6839399500723836,1.247021005376046,6.5958226456577504,0.31727565966897575
348,Persons Killed,2014,Number,4.0,Wexford,0.270341508911132,0.45770692644077554,2.49402473241193,0.21807080031983717
349,Persons Killed,2014,Number,7.0,Wicklow,0.4996038854907895,0.9134465862108714,5.403319181783096,0.41420526829653154
350,Persons Killed,2014,Number,5.0,Clare,0.42312639631710786,0.7266632109793966,3.9819485001327313,0.27396009314643166
351,Persons Killed,2014,Number,19.0,Cork,0.46313562317335655,0.6303970838052095,3.7081612074293337,1.1175813187459562
352,Persons Killed,2014,Number,14.0,Kerry,0.9535160905840286,1.5926737009755125,9.143354740394035,0.8039970137253776
353,Persons Killed,2014,Number,10.0,Limerick,0.5163608949567031,0.9410332859157117,5.2691665934837975,0.560161326462021
354,Persons Killed,2014,Number,14.0,Tipperary,0.8792147356389693,1.452478031269777,7.8475336322869955,0.3780105842963603
355,Persons Killed,2014,Number,6.0,Waterford,0.520729368268488,0.9176276267090815,5.4945054945054945,0.359378275583241
356,Persons Killed,2014,Number,5.0,Galway,0.19603922352784345,0.3752007323918296,2.0308692120227456,0.2706677373079387
357,Persons Killed,2014,Number,1.0,Leitrim,0.3130478337089907,0.5501962366577413,2.8721876495931067,0.05219252081176768
358,Persons Killed,2014,Number,12.0,Mayo,0.9191246869231535,1.5390830912483888,8.176243470361118,0.6377720496399245
359,Persons Killed,2014,Number,6.0,Roscommon,0.9323719542516161,1.5863782983448786,8.046490835940993,0.30425449197951354
360,Persons Killed,2014,Number,1.0,Sligo,0.1527230520174715,0.2759737273011609,1.5353121801432956,0.0556379821958457
361,Persons Killed,2014,Number,1.0,Cavan,0.13337245592040334,0.2567372123473483,1.3306719893546242,0.051841227600269574
362,Persons Killed,2014,Number,9.0,Donegal,0.5626054885290992,1.0909884355225834,5.812076202776881,0.4793225574521343
363,Persons Killed,2014,Number,8.0,Monaghan,1.3109596224436288,2.4461714868136064,12.361576100952872,0.40422414228689807
364,Persons Killed,2015,Number,4.0,Carlow,0.7083658000991713,1.1476279963849718,6.349206349206349,0.22139404450020295
365,Persons Killed,2015,Number,16.0,Dublin,0.12026078551338579,0.2661086516080585,1.777975330592288,1.0691732840325652
366,Persons Killed,2015,Number,9.0,Kildare,0.40897007702269783,0.8122022864998444,4.523370748869158,0.5012391746261591
367,Persons Killed,2015,Number,2.0,Kilkenny,0.20310960810001116,0.3637245392822503,2.0154517971111856,0.11085655162220087
368,Persons Killed,2015,Number,4.0,Laois,0.4769342665347148,0.9940069663321558,5.17464424320828,0.20823391609908465
369,Persons Killed,2015,Number,5.0,Longford,1.2346288705615092,2.3981198740187692,12.244897959183675,0.25530176668822546
370,Persons Killed,2015,Number,6.0,Louth,0.4699027301348621,1.072159299046076,5.967180507210343,0.3340075337254829
371,Persons Killed,2015,Number,8.0,Meath,0.41480436788999386,0.816345967420993,4.362050163576881,0.4276397847546417
372,Persons Killed,2015,Number,5.0,Offaly,0.6434509561681209,1.2144519785446817,6.5302568567697,0.26894492904336287
373,Persons Killed,2015,Number,5.0,Westmeath,0.5665850784153749,1.0391841711467051,5.496518871381459,0.2643963830574798
374,Persons Killed,2015,Number,7.0,Wexford,0.4703005220335794,0.8009871212713572,4.364543281720877,0.381623900559715
375,Persons Killed,2015,Number,8.0,Wicklow,0.566299515813914,1.0439389556695673,6.1752219220378235,0.47337744948175037
376,Persons Killed,2015,Number,2.0,Clare,0.16878776626270128,0.29066528439175865,1.5927794000530926,0.10958403725857267
377,Persons Killed,2015,Number,15.0,Cork,0.362556165992715,0.4976819082672707,2.92749569007579,0.8823010411152286
378,Persons Killed,2015,Number,8.0,Kerry,0.5432346909673652,0.9100992577002929,5.224774137368019,0.45942686498593005
379,Persons Killed,2015,Number,4.0,Limerick,0.20588734873713846,0.3764133143662846,2.107666637393519,0.22406453058480844
380,Persons Killed,2015,Number,4.0,Tipperary,0.2509520493371729,0.4149937232199363,2.242152466367713,0.10800302408467438
381,Persons Killed,2015,Number,0.0,Waterford,0.0,0.0,0.0,0.0
382,Persons Killed,2015,Number,12.0,Galway,0.4677377861970579,0.9004817577403911,4.87408610885459,0.6496025695390528
383,Persons Killed,2015,Number,3.0,Leitrim,0.9376758142151653,1.6505887099732237,8.61656294877932,0.15657756243530302
384,Persons Killed,2015,Number,13.0,Mayo,0.9959167413604223,1.6673400155190878,8.85759709289121,0.6909197204432517
385,Persons Killed,2015,Number,1.0,Roscommon,0.1551638530287984,0.26439638305747976,1.3410818059901655,0.050709081996585595
386,Persons Killed,2015,Number,2.0,Sligo,0.3053155436143254,0.5519474546023218,3.0706243602865912,0.1112759643916914
387,Persons Killed,2015,Number,4.0,Cavan,0.5292615478253967,1.0269488493893932,5.322687957418497,0.2073649104010783
388,Persons Killed,2015,Number,11.0,Donegal,0.689305117777179,1.3334303100831575,7.103648692282854,0.5858386813303864
389,Persons Killed,2015,Number,4.0,Monaghan,0.6535413773384526,1.2230857434068032,6.180788050476436,0.20211207114344903
390,Persons Killed,2016,Number,0.0,Carlow,0.0,0.0,0.0,0.0
391,Persons Killed,2016,Number,21.0,Dublin,0.1560871769181256,0.3492676052355769,2.3335926214023783,1.4032899352927417
392,Persons Killed,2016,Number,7.0,Kildare,0.31460108582317625,0.631712889499879,3.5181772491204555,0.3898526913759015
393,Persons Killed,2016,Number,6.0,Kilkenny,0.6046436633344082,1.0911736178467508,6.046355391333558,0.3325696548666026
394,Persons Killed,2016,Number,3.0,Laois,0.3542038088716247,0.7455052247491167,3.8809831824062098,0.15617543707431347
395,Persons Killed,2016,Number,3.0,Longford,0.7339808675653855,1.4388719244112615,7.346938775510204,0.15318106001293527
396,Persons Killed,2016,Number,7.0,Louth,0.5431240495329133,1.2508525155537553,6.9617105917454,0.38967545601306336
397,Persons Killed,2016,Number,12.0,Meath,0.615245790693382,1.2245189511314896,6.543075245365322,0.6414596771319625
398,Persons Killed,2016,Number,4.0,Offaly,0.5130770513461859,0.9715615828357453,5.22420548541576,0.2151559432346903
399,Persons Killed,2016,Number,4.0,Westmeath,0.4506026810859525,0.8313473369173642,4.397215097105168,0.21151710644598382
400,Persons Killed,2016,Number,4.0,Wexford,0.26716180654813587,0.45770692644077554,2.49402473241193,0.21807080031983717
401,Persons Killed,2016,Number,2.0,Wicklow,0.140424784974548,0.2609847389173918,1.5438054805094559,0.11834436237043759
402,Persons Killed,2016,Number,4.0,Clare,0.3366521625693293,0.5813305687835173,3.185558800106185,0.21916807451714534
403,Persons Killed,2016,Number,21.0,Cork,0.5033424334449476,0.6967546715741789,4.098493966106106,1.2352214575613198
404,Persons Killed,2016,Number,7.0,Kerry,0.4739111890431733,0.7963368504877563,4.571677370197017,0.4019985068626888
405,Persons Killed,2016,Number,14.0,Limerick,0.7183207712712738,1.3174466002819962,7.376833230877317,0.7842258570468295
406,Persons Killed,2016,Number,13.0,Tipperary,0.8147762812357022,1.3487296004647928,7.286995515695067,0.3510098282751917
407,Persons Killed,2016,Number,8.0,Waterford,0.6886103842445944,1.2235035022787752,7.326007326007326,0.479171034110988
408,Persons Killed,2016,Number,10.0,Galway,0.3875097846220617,0.7504014647836592,4.061738424045491,0.5413354746158774
409,Persons Killed,2016,Number,1.0,Leitrim,0.31207090250905006,0.5501962366577413,2.8721876495931067,0.05219252081176768
410,Persons Killed,2016,Number,4.0,Mayo,0.30649696951121397,0.5130276970827963,2.7254144901203725,0.21259068321330818
411,Persons Killed,2016,Number,7.0,Roscommon,1.0845314823996033,1.8507746814023585,9.387572641931158,0.3549635739760991
412,Persons Killed,2016,Number,2.0,Sligo,0.30518043793392846,0.5519474546023218,3.0706243602865912,0.1112759643916914
413,Persons Killed,2016,Number,3.0,Cavan,0.39382482671707625,0.770211637042045,3.992015968063872,0.15552368280080872
414,Persons Killed,2016,Number,10.0,Donegal,0.6281722699633148,1.2122093728028707,6.457862447529867,0.5325806193912603
415,Persons Killed,2016,Number,5.0,Monaghan,0.81451796826638,1.5288571792585042,7.7259850630955444,0.2526400889293113
416,Persons Killed,2017,Number,3.0,Carlow,0.5193456245131135,0.8607209972887289,4.761904761904763,0.16604553337515224
417,Persons Killed,2017,Number,24.0,Dublin,0.176088502081146,0.39916297741208784,2.666962995888432,1.6037599260488478
418,Persons Killed,2017,Number,6.0,Kildare,0.26480479473214996,0.5414681909998963,3.015580499246105,0.3341594497507728
419,Persons Killed,2017,Number,4.0,Kilkenny,0.4001040270470322,0.7274490785645006,4.030903594222371,0.22171310324440174
420,Persons Killed,2017,Number,2.0,Laois,0.23294547911061414,0.4970034831660779,2.58732212160414,0.10411695804954232
421,Persons Killed,2017,Number,2.0,Longford,0.47809145889608684,0.9592479496075076,4.89795918367347,0.10212070667529019
422,Persons Killed,2017,Number,10.0,Louth,0.7657788736924326,1.7869321650767933,9.945300845350571,0.5566792228758048
423,Persons Killed,2017,Number,8.0,Meath,0.40150161604400453,0.816345967420993,4.362050163576881,0.4276397847546417
424,Persons Killed,2017,Number,2.0,Offaly,0.25398437996063244,0.48578079141787267,2.61210274270788,0.10757797161734516
425,Persons Killed,2017,Number,1.0,Westmeath,0.1111753457553253,0.20783683422934104,1.099303774276292,0.052879276611495954
426,Persons Killed,2017,Number,7.0,Wexford,0.4604596703108761,0.8009871212713572,4.364543281720877,0.381623900559715
427,Persons Killed,2017,Number,2.0,Wicklow,0.13831162993340293,0.2609847389173918,1.5438054805094559,0.11834436237043759
428,Persons Killed,2017,Number,4.0,Clare,0.33264033264033266,0.5813305687835173,3.185558800106185,0.21916807451714534
429,Persons Killed,2017,Number,14.0,Cork,0.3149273305184828,0.464503114382786,2.732329310737404,0.8234809717075466
430,Persons Killed,2017,Number,8.0,Kerry,0.5370389017554459,0.9100992577002929,5.224774137368019,0.45942686498593005
431,Persons Killed,2017,Number,7.0,Limerick,0.35595150923439917,0.6587233001409981,3.6884166154386584,0.3921129285234147
432,Persons Killed,2017,Number,7.0,Tipperary,0.43504201262864817,0.7262390156348885,3.9237668161434978,0.18900529214818015
433,Persons Killed,2017,Number,4.0,Waterford,0.33900028815024497,0.6117517511393876,3.663003663003663,0.239585517055494
434,Persons Killed,2017,Number,5.0,Galway,0.19148064322177671,0.3752007323918296,2.0308692120227456,0.2706677373079387
435,Persons Killed,2017,Number,1.0,Leitrim,0.30721022395625325,0.5501962366577413,2.8721876495931067,0.05219252081176768
436,Persons Killed,2017,Number,13.0,Mayo,0.9876393141224825,1.6673400155190878,8.85759709289121,0.6909197204432517
437,Persons Killed,2017,Number,4.0,Roscommon,0.6111348774674571,1.057585532229919,5.364327223960662,0.20283632798634238
438,Persons Killed,2017,Number,1.0,Sligo,0.15094567465169287,0.2759737273011609,1.5353121801432956,0.0556379821958457
439,Persons Killed,2017,Number,2.0,Cavan,0.25969641489099243,0.5134744246946966,2.6613439787092483,0.10368245520053915
440,Persons Killed,2017,Number,6.0,Donegal,0.37411148522259635,0.7273256236817224,3.8747174685179204,0.31954837163475625
441,Persons Killed,2017,Number,8.0,Monaghan,1.291155584247902,2.4461714868136064,12.361576100952872,0.40422414228689807
442,Persons Killed,2018,Number,2.0,Carlow,0.34130857708454215,0.5738139981924859,3.1746031746031744,0.11069702225010147
443,Persons Killed,2018,Number,14.0,Dublin,0.10141245823074377,0.23284507015705125,1.555728414268252,0.9355266235284946
444,Persons Killed,2018,Number,4.0,Kildare,0.17341466481112977,0.3609787939999308,2.010386999497403,0.22277296650051517
445,Persons Killed,2018,Number,2.0,Kilkenny,0.19857818022955637,0.3637245392822503,2.0154517971111856,0.11085655162220087
446,Persons Killed,2018,Number,5.0,Laois,0.5746003654458325,1.2425087079151946,6.468305304010349,0.2602923951238558
447,Persons Killed,2018,Number,3.0,Longford,0.701049237024747,1.4388719244112615,7.346938775510204,0.15318106001293527
448,Persons Killed,2018,Number,6.0,Louth,0.453552449561188,1.072159299046076,5.967180507210343,0.3340075337254829
449,Persons Killed,2018,Number,7.0,Meath,0.3440462791394911,0.7143027214933689,3.8167938931297707,0.3741848116603115
450,Persons Killed,2018,Number,2.0,Offaly,0.2514774299006664,0.48578079141787267,2.61210274270788,0.10757797161734516
451,Persons Killed,2018,Number,5.0,Westmeath,0.5486908236946645,1.0391841711467051,5.496518871381459,0.2643963830574798
452,Persons Killed,2018,Number,3.0,Wexford,0.19439746505705566,0.34328019483058164,1.8705185493089473,0.16355310023987787
453,Persons Killed,2018,Number,5.0,Wicklow,0.34065050620665227,0.6524618472934796,3.85951370127364,0.295860905926094
454,Persons Killed,2018,Number,6.0,Clare,0.4930804378554288,0.871995853175276,4.778338200159278,0.32875211177571806
455,Persons Killed,2018,Number,15.0,Cork,0.31787473192564275,0.4976819082672707,2.92749569007579,0.8823010411152286
456,Persons Killed,2018,Number,3.0,Kerry,0.1997017786771754,0.34128722163760983,1.9592903015130074,0.1722850743697238
457,Persons Killed,2018,Number,9.0,Limerick,0.4535970244035199,0.8469299573241403,4.742249934135418,0.504145193815819
458,Persons Killed,2018,Number,10.0,Tipperary,0.6163138270007087,1.0374843080498408,5.605381165919282,0.2700075602116859
459,Persons Killed,2018,Number,3.0,Waterford,0.2503922812406103,0.45881381335454074,2.7472527472527473,0.1796891377916205
460,Persons Killed,2018,Number,7.0,Galway,0.264961826571129,0.5252810253485615,2.843216896831844,0.3789348322311142
461,Persons Killed,2018,Number,1.0,Leitrim,0.3024986387561256,0.5501962366577413,2.8721876495931067,0.05219252081176768
462,Persons Killed,2018,Number,9.0,Mayo,0.6779763160273602,1.1543123184362916,6.132182602770838,0.4783290372299434
463,Persons Killed,2018,Number,2.0,Roscommon,0.30138183571676136,0.5287927661149595,2.682163611980331,0.10141816399317119
464,Persons Killed,2018,Number,1.0,Sligo,0.14933620058838462,0.2759737273011609,1.5353121801432956,0.0556379821958457
465,Persons Killed,2018,Number,3.0,Cavan,0.38535150479762625,0.770211637042045,3.992015968063872,0.15552368280080872
466,Persons Killed,2018,Number,10.0,Donegal,0.6189344424638542,1.2122093728028707,6.457862447529867,0.5325806193912603
467,Persons Killed,2018,Number,2.0,Monaghan,0.31982601464803145,0.6115428717034016,3.090394025238218,0.10105603557172452
468,Persons Killed,2019,Number,2.0,Carlow,0.3365247093267823,0.5738139981924859,3.1746031746031744,0.11069702225010147
469,Persons Killed,2019,Number,19.0,Dublin,0.1359034827770947,0.31600402378456954,2.1113457050783424,1.2696432747886712
